codinst,nombre,cod_municipio,municipio,departamento,calendario,naturaleza,jornada,matematica,quimica,fisica,biologia,filosofia,ingles,lenguaje,sociales,de_matematica,de_quimica,de_fisica,de_biologia,de_filosofia,de_ingles,de_lenguaje,de_sociales,evaluados,periodo
145979,INSTITUCION EDUCATIVA BORDONES,41359,ISNOS,HUILA,A,OFICIAL,COMPLETA U ORDINARIA,40.57,43.87,40.73,43.00,39.90,42.53,45.37,42.47,8.61,8.90,10.81,7.26,5.83,5.35,8.08,8.26,30,20132
145987,INSTITUCION EDUCATIVA RURAL HOJAS ANCHAS,05318,GUARNE,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,41.21,43.11,44.58,42.16,38.84,41.95,47.68,43.00,5.80,4.82,6.03,7.21,8.11,4.29,5.41,7.30,19,20132
145995,INSTITUCION EDUCATIVA NUEVA ESPERANZA,70001,SINCELEJO,SUCRE,A,OFICIAL,MAÑANA,43.03,45.36,45.40,44.37,38.73,41.70,45.79,44.66,8.76,6.95,10.13,7.70,9.23,5.76,7.43,7.10,89,20132
146027,INSTITUCION EDUCATIVA ORIENTE MIRAFLORES,68001,BUCARAMANGA,SANTANDER,A,OFICIAL,NOCHE,39.68,39.42,41.29,40.00,33.35,39.29,42.65,40.10,12.24,10.64,13.68,10.64,14.56,11.25,10.90,10.74,31,20132
146035,CENTRO EDUCATIVO DE MONTERREY,13744,SIMITI,BOLÍVAR,A,OFICIAL,MAÑANA,55.10,53.80,54.00,51.50,42.00,38.80,50.90,47.40,14.41,12.12,13.24,12.08,8.91,7.87,7.36,9.64,10,20132
146043,COLEGIO FRANCISCO SAN JUAN,68780,SURATA,SANTANDER,A,OFICIAL,MAÑANA,46.06,44.88,46.88,44.19,40.81,44.06,45.94,43.25,6.69,10.28,10.94,6.50,7.22,6.35,7.22,9.45,16,20132
146050,INSTITUCION EDUCATIVA EL PARAISO,23807,TIERRALTA,CÓRDOBA,A,OFICIAL,MAÑANA,40.66,41.66,40.90,41.31,37.72,40.55,45.07,42.62,5.75,4.62,8.88,4.46,4.85,4.40,6.39,4.82,29,20132
146068,INSTITUCION EDUCATIVA DISTRITAL ALEMANIA SOLIDARIA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,45.58,43.82,42.84,45.02,40.62,44.93,48.64,45.80,8.61,7.05,9.37,6.27,7.76,8.14,6.12,6.36,55,20132
146100,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,73001,IBAGUE,TOLIMA,A,OFICIAL,NOCHE,39.85,37.59,37.37,40.37,33.37,36.93,41.37,40.56,6.72,7.45,6.77,6.31,10.40,7.48,4.25,5.51,27,20132
146134,INSTITUCION EDUCATIVA NACIONAL,41551,PITALITO,HUILA,F,OFICIAL,SABATINA - DOMINICAL,40.24,41.60,41.73,42.30,38.60,39.77,45.16,42.01,7.25,5.20,8.06,6.24,7.36,6.17,6.07,7.12,94,20132
146134,INSTITUCION EDUCATIVA NACIONAL,41551,PITALITO,HUILA,F,OFICIAL,SABATINA - DOMINICAL,40.35,40.35,40.56,42.38,34.29,37.15,44.68,39.00,8.47,6.74,6.64,5.16,7.43,6.82,7.43,5.22,34,20131
146142,INSTITUCION EDUCATIVA SALEN,41359,ISNOS,HUILA,A,OFICIAL,COMPLETA U ORDINARIA,43.12,42.60,44.88,42.32,37.20,41.04,45.28,42.80,8.22,5.44,9.56,6.34,6.30,6.31,5.48,6.67,25,20132
146167,CENTRO EDUCATIVO SAGRADO CORAZON DE JESUS,20295,GAMARRA,CESAR,A,OFICIAL,MAÑANA,39.09,39.73,37.09,37.73,29.36,38.27,42.73,35.82,7.89,6.37,9.89,6.87,11.00,4.69,3.47,5.12,11,20132
146175,INSTITUCION EDUCATIVA BETHLEMITAS BRIGHTON,54518,PAMPLONA,NORTE SANTANDER,A,OFICIAL,COMPLETA U ORDINARIA,50.23,51.11,47.06,51.60,43.94,47.71,49.23,47.91,8.54,6.76,9.77,8.45,7.51,7.56,6.40,6.55,35,20132
146183,COLEGIO ISABEL VALBUENA CIFUENTES,68861,VELEZ,SANTANDER,A,OFICIAL,NOCHE,44.45,44.91,44.73,44.18,39.91,42.73,41.91,43.36,9.41,10.07,10.22,8.51,8.60,7.21,10.05,8.88,11,20132
146209,INSTITUCION EDUCATIVA DEPARTAMENTAL MINIPI DE QUIJANO,25394,LA PALMA,CUNDINAMARCA,A,OFICIAL,MAÑANA,40.27,40.36,40.36,39.18,29.55,43.82,43.00,41.18,5.24,7.03,10.14,4.51,10.42,4.21,16.09,7.10,11,20132
146217,LICEO LATINOAMERICANO,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,52.77,53.96,54.62,50.92,46.96,59.27,54.88,51.27,10.60,10.82,12.09,8.40,8.25,16.24,7.11,9.93,26,20132
146225,COLEGIO PAULO FREIRE INSTITUCION EDUCATIVA DISTRITAL,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,44.74,44.44,44.48,45.01,39.35,43.31,48.45,46.26,9.17,7.43,9.12,6.66,8.20,8.60,6.32,7.47,150,20132
146233,COLEGIO JUAN PABLO II,68615,RIONEGRO,SANTANDER,A,OFICIAL,NOCHE,40.53,37.80,42.00,39.20,37.73,37.40,39.07,37.20,7.85,6.36,6.70,5.86,6.79,4.14,9.26,7.45,15,20132
146241,INSTITUCION EDUCATIVA RURAL PIEDRAS BLANCAS,05318,GUARNE,ANTIOQUIA,A,OFICIAL,MAÑANA,44.68,47.73,48.55,45.45,42.00,41.82,48.73,44.73,6.97,5.83,8.18,4.19,11.03,4.70,6.90,5.23,22,20132
146266,INSTITUTO POLITECNICO ARAUCANO INSPOAR,81001,ARAUCA,ARAUCA,A,NO OFICIAL,COMPLETA U ORDINARIA,44.10,47.90,44.80,46.70,40.90,47.30,48.30,45.90,7.06,7.49,8.19,6.00,10.42,9.89,8.98,5.38,10,20132
146274,INSTITUCION EDUCATIVA MERCEDES ABREGO,13001,CARTAGENA,BOLÍVAR,A,OFICIAL,MAÑANA,44.98,45.46,43.25,45.29,41.05,42.11,48.21,44.22,9.31,7.40,11.25,7.08,9.96,7.88,7.36,7.51,103,20132
146282,INSTITUCION EDUCATIVA RURAL EL JUNCO,05628,SABANALARGA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.90,40.00,38.30,35.70,31.50,40.50,41.90,39.40,7.78,9.33,8.90,6.25,7.32,6.98,6.94,6.15,10,20132
146308,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,13894,ZAMBRANO,BOLÍVAR,A,OFICIAL,TARDE,38.38,39.43,39.05,38.89,36.57,39.92,42.22,41.62,6.67,5.00,9.15,5.43,8.29,4.95,5.99,5.88,37,20132
146316,INSTITUTO MIXTO RENACER,52835,TUMACO,NARIÑO,F,NO OFICIAL,SABATINA - DOMINICAL,33.85,36.15,36.54,39.38,32.69,35.38,37.15,38.62,9.18,5.52,11.09,4.89,4.33,6.64,6.15,6.05,13,20132
146324,INSTITUCION EDUCATIVA RENAN BARCO,17380,LA DORADA,CALDAS,A,OFICIAL,TARDE,40.54,42.46,44.94,43.63,37.14,40.49,45.06,41.31,7.33,6.64,8.90,6.29,8.61,4.73,6.62,5.65,35,20132
146332,INSTITUCION EDUCATIVA RENAN BARCO,17380,LA DORADA,CALDAS,A,OFICIAL,NOCHE,41.06,39.31,37.88,42.75,33.50,34.94,42.94,41.00,6.99,4.59,6.39,5.77,6.12,6.68,7.46,6.03,16,20132
146340,INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWE¨SX UMA KIWE INFIKUK,19137,CALDONO,CAUCA,A,NO OFICIAL,MAÑANA,38.93,38.73,33.80,37.73,34.60,39.87,43.00,36.40,9.18,4.95,5.63,4.65,5.87,4.14,6.93,5.75,15,20132
146357,INSTITUCION EDUCATIVA FE Y ALEGRIA LUIS AMIGO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,NOCHE,39.25,37.00,37.42,37.31,33.06,38.17,41.86,38.50,5.70,5.57,9.03,7.11,7.66,4.65,5.39,7.76,36,20132
146381,INSTITUTO DE EXCELENCIA HUMANA Y ACADEMICA IDEHA,41668,SAN AGUSTIN,HUILA,F,NO OFICIAL,SABATINA - DOMINICAL,37.72,36.88,38.40,39.68,36.40,37.52,42.04,36.76,6.62,6.17,8.13,4.88,8.52,4.75,4.40,5.48,25,20132
146431,INSTITUCION EDUCATIVA FABIO VASUQEZ BOTERO,66170,DOS QUEBRADAS,RISARALDA,A,OFICIAL,MAÑANA,43.92,44.22,44.06,44.00,40.72,42.75,46.25,40.47,8.82,7.12,9.70,7.07,8.11,6.95,6.72,8.16,36,20132
146449,INSTITUCION EDUCATIVA SAN ANTONIO,19355,INZA,CAUCA,A,OFICIAL,MAÑANA,42.45,37.55,39.18,39.27,33.45,42.09,40.91,37.36,5.94,4.66,8.07,8.10,6.70,4.18,6.74,5.16,11,20132
146456,INSTITUCION EDUCATIVA LAS MERCEDES,85001,YOPAL,CASANARE,A,OFICIAL,MAÑANA,42.70,41.50,37.80,39.80,35.80,43.20,45.80,41.80,4.45,4.17,3.88,3.43,8.05,7.89,5.53,7.10,10,20132
146464,INSTITUCION EDUCATIVA SUPANECA,15804,TIBANA,BOYACÁ,A,OFICIAL,COMPLETA U ORDINARIA,47.80,46.35,46.20,45.75,39.85,40.65,44.60,44.20,8.06,6.17,7.66,8.81,8.74,5.35,5.38,4.32,20,20132
146472,INSTITUCION EDUCATIVA LA CARBONERA,19100,BOLIVAR,CAUCA,A,OFICIAL,MAÑANA,41.42,39.58,43.75,40.08,32.67,40.92,42.08,43.25,5.38,8.65,9.47,7.13,6.71,4.74,4.56,6.55,12,20132
146480,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,73168,CHAPARRAL,TOLIMA,A,NO OFICIAL,TARDE,34.80,41.30,38.60,38.95,38.15,40.20,42.65,38.65,12.43,5.66,9.18,7.70,5.05,5.24,4.79,3.45,20,20132
146498,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,73168,CHAPARRAL,TOLIMA,F,NO OFICIAL,SABATINA - DOMINICAL,38.50,41.50,35.25,43.50,39.00,47.00,37.50,42.00,3.87,3.79,9.95,8.74,8.91,16.27,14.18,6.27,4,20132
146522,INSTITUCION EDUCATIVA JESUS MARIA BASTO,41551,PITALITO,HUILA,A,OFICIAL,TARDE,47.64,50.88,60.56,48.84,44.44,45.12,50.84,52.32,10.10,8.57,10.44,6.47,8.80,5.70,7.06,8.99,25,20132
146530,INSTITUCION EDUCATIVA JESUS MARIA BASTO,41551,PITALITO,HUILA,A,OFICIAL,MAÑANA,46.42,49.31,52.75,48.64,45.61,43.92,51.44,52.06,9.56,8.34,12.36,7.79,8.58,5.67,8.57,8.06,36,20132
146548,COLEGIO PADRE MANYANET - BOGOTA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,48.84,48.91,48.58,47.51,45.72,52.95,51.35,49.47,8.64,8.51,9.66,6.26,9.47,12.66,7.05,7.58,43,20132
146555,INSTITUCION EDUCATIVA SILVESTRE DANGOND DAZA,44874,VILLANUEVA,LA GUAJIRA,A,OFICIAL,MAÑANA,38.86,40.27,40.64,40.95,34.36,38.61,41.75,39.00,9.87,5.09,9.40,6.51,6.68,5.00,5.89,7.54,56,20132
146605,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,73555,PLANADAS,TOLIMA,A,OFICIAL,MAÑANA,43.31,45.58,42.15,41.81,38.31,40.65,44.38,42.92,7.75,5.47,8.37,6.36,7.90,3.42,7.89,6.70,26,20132
146613,COLEGIO REAL DE LOS ANDES,25175,CHIA,CUNDINAMARCA,A,NO OFICIAL,MAÑANA,46.50,53.17,45.00,46.17,40.33,54.17,47.17,49.33,4.42,9.11,9.51,8.28,4.03,12.92,6.08,8.82,6,20132
146621,INSTITUCION EDUCATIVA PIAGUA,19256,EL TAMBO,CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,43.18,41.09,41.00,45.64,38.55,40.45,48.45,43.91,9.76,5.58,7.59,7.78,6.41,6.50,5.68,6.67,11,20132
146654,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LAS MERCEDES,19130,CAJIBIO,CAUCA,A,OFICIAL,MAÑANA,40.55,43.27,47.36,42.27,37.36,39.27,47.09,42.55,13.49,6.65,7.94,8.56,5.70,6.05,5.50,5.92,11,20132
146670,INSTITUCION EDUCATIVA JOHN F KENNEDY,19001,POPAYAN,CAUCA,A,OFICIAL,TARDE,45.61,43.30,41.11,42.68,38.84,40.48,45.07,40.75,12.67,5.46,10.08,5.51,6.13,5.47,5.88,5.57,44,20132
146688,INSTITUTO DE FORMACION PARA JOVENES Y ADULTOS DEL PATIA,19532,PATIA(EL BORDO),CAUCA,F,NO OFICIAL,SABATINA - DOMINICAL,39.04,39.81,40.07,41.78,35.04,38.74,43.11,40.70,6.60,5.80,9.47,7.64,8.51,5.00,5.54,8.82,27,20132
146688,INSTITUTO DE FORMACION PARA JOVENES Y ADULTOS DEL PATIA,19532,PATIA(EL BORDO),CAUCA,F,NO OFICIAL,SABATINA - DOMINICAL,39.13,42.13,39.87,40.93,33.73,35.27,36.87,41.60,7.39,6.06,7.71,5.13,6.77,6.45,13.16,5.65,15,20131
146696,COLEGIO LA ASUNCION,05212,COPACABANA,ANTIOQUIA,F,NO OFICIAL,SABATINA - DOMINICAL,50.50,39.00,42.75,39.50,35.00,48.00,49.00,42.25,12.79,16.47,11.12,12.90,15.75,10.00,8.08,8.30,4,20132
146704,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,73268,ESPINAL,TOLIMA,A,OFICIAL,MAÑANA,40.17,43.21,40.75,43.04,41.96,39.42,45.08,45.71,11.16,7.97,10.64,6.91,9.16,9.50,7.06,10.30,24,20132
146712,INSTITUCION EDUCATIVA MARIA INMACULADA,70708,SAN MARCOS,SUCRE,A,OFICIAL,MAÑANA,41.23,40.80,38.91,39.54,37.39,39.14,42.83,40.04,8.07,5.37,11.58,6.48,7.53,5.43,6.59,5.48,109,20132
146720,INSTITUCION EDUCATIVA MARIA INMACULADA,70708,SAN MARCOS,SUCRE,A,OFICIAL,TARDE,44.17,45.66,46.31,44.49,40.49,42.03,48.51,46.46,9.13,7.54,9.21,6.64,8.49,5.10,4.96,6.59,35,20132
146738,COLEGIO CAMILO DAZA,54001,CUCUTA,NORTE SANTANDER,A,OFICIAL,MAÑANA,42.27,41.93,42.04,42.86,35.29,40.85,43.98,40.58,7.49,7.51,11.32,6.85,7.99,5.26,6.05,6.19,168,20132
146746,INSTITUCION EDUCATIVA VIGOTSKY,52835,TUMACO,NARIÑO,A,OFICIAL,MAÑANA,48.79,46.43,43.36,44.93,38.71,47.07,47.29,44.64,8.29,11.22,13.62,8.69,12.84,12.45,8.04,9.48,14,20132
146761,INSTITUCION EDUCATIVA TECNICA MIGUEL ZAPATA,19050,ARGELIA,CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,43.38,43.79,43.28,42.59,36.45,38.93,45.17,40.90,8.92,6.22,10.69,7.96,7.50,6.49,6.01,6.18,29,20132
146779,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,73217,COYAIMA,TOLIMA,A,OFICIAL,MAÑANA,41.17,38.39,38.06,36.67,33.56,40.28,42.00,37.67,6.60,6.87,7.74,8.74,10.17,6.68,7.87,5.78,18,20132
146787,COLEGIO MAYOR DEL CARIBE,47001,SANTA MARTA,MAGDALENA,A,NO OFICIAL,MAÑANA,45.22,43.44,33.56,50.22,41.00,51.22,48.33,41.78,11.07,11.45,13.95,10.56,12.00,17.34,7.76,9.93,9,20132
146795,INSTITUCION EDUCATIVA MARIA INMACULADA,47551,PIVIJAY,MAGDALENA,A,OFICIAL,TARDE,41.28,44.20,44.40,40.00,34.68,38.68,44.48,39.76,7.88,7.95,10.41,7.48,8.55,5.10,6.08,6.60,25,20132
146837,COLEGIO DEPARTAMENTAL TARAIRA,97666,TARAIRA,VAUPÉS,A,OFICIAL,COMPLETA U ORDINARIA,40.33,44.17,48.28,43.39,40.39,42.06,45.06,45.78,8.17,4.66,9.13,7.29,8.74,3.69,5.55,8.50,18,20132
146852,INSTITUCION EDUCATIVA LUCILA PIRAGAUTA,85001,YOPAL,CASANARE,A,OFICIAL,SABATINA - DOMINICAL,40.33,40.94,40.04,40.50,38.08,40.56,42.59,40.73,8.08,6.02,8.52,6.02,6.93,5.37,7.30,5.62,135,20132
146860,COLEGIO LA ENSEÑANZA,13001,CARTAGENA,BOLÍVAR,A,NO OFICIAL,COMPLETA U ORDINARIA,46.69,46.63,45.65,44.88,42.06,48.39,47.43,45.90,9.20,7.26,10.32,7.42,10.90,13.10,6.16,7.08,49,20132
146878,INSTITUCION EDUCATIVA PUNTA DE PIEDRA,05837,TURBO,ANTIOQUIA,A,OFICIAL,MAÑANA,39.43,41.29,43.86,42.43,39.79,40.29,45.50,42.43,14.18,6.14,5.45,7.23,4.73,4.50,6.22,6.80,14,20132
146886,COLEGIO  ENTRE NUBES I.E.D.,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,43.03,44.59,44.79,43.01,38.05,42.79,46.16,42.16,8.71,7.45,9.64,7.47,8.34,5.90,5.55,6.60,73,20132
146902,INSTITUCION EDUCATIVA MUTATA,05480,MUTATA,ANTIOQUIA,A,OFICIAL,NOCHE,39.54,40.10,37.31,38.51,36.78,39.05,42.73,39.47,6.24,5.11,8.73,6.33,6.98,7.55,6.43,4.64,59,20132
146910,INSTITUCION EDUCATIVA SANTA INES,50001,VILLAVICENCIO,META,A,OFICIAL,MAÑANA,41.86,43.50,42.86,43.41,40.45,41.18,46.32,44.77,9.35,6.48,8.69,11.06,8.51,4.98,6.55,7.60,22,20132
146928,INSTITUCION EDUCATIVA SANTA INES,50001,VILLAVICENCIO,META,A,OFICIAL,NOCHE,42.83,44.67,42.50,40.33,33.50,43.17,45.17,40.50,7.36,6.47,13.91,4.97,6.44,4.12,6.97,3.02,6,20132
146936,INSTITUTO SERGIO RESTREPO,23807,TIERRALTA,CÓRDOBA,F,NO OFICIAL,SABATINA - DOMINICAL,39.69,40.11,40.36,39.87,35.60,38.91,42.75,40.40,8.77,5.98,9.63,5.93,8.40,5.72,5.40,6.02,55,20132
146944,INSTITUCION EDUCATIVA CAÑO VIEJO PALOTAL,23001,MONTERIA,CÓRDOBA,A,OFICIAL,MAÑANA,39.39,40.00,37.72,40.28,36.83,39.72,44.17,43.00,5.45,6.59,11.18,8.46,7.49,5.71,6.78,8.78,18,20132
146951,INSTITUTO HERBERT SPENCER LTDA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,40.55,43.30,44.50,41.05,37.80,43.45,47.10,42.50,9.67,5.38,7.76,8.59,6.60,5.52,6.44,7.30,20,20132
146969,INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI,76001,CALI,VALLE,F,OFICIAL,NOCHE,43.18,39.93,37.36,41.68,35.46,40.18,46.00,40.89,11.03,7.47,12.13,6.62,8.97,5.52,6.61,5.42,28,20132
146977,COLEGIO EMMANUEL RUBIANO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,MAÑANA,38.20,38.80,43.40,41.60,36.60,40.80,46.40,41.80,4.32,8.64,5.81,2.19,7.89,2.59,4.62,5.02,5,20131
146977,COLEGIO EMMANUEL RUBIANO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,MAÑANA,41.33,42.75,43.08,43.67,35.25,41.33,45.08,42.17,5.87,4.83,6.86,3.77,6.69,4.79,5.68,4.91,12,20132
146985,COLEGIO CAMPESTRE SAN NICOLAS,05615,RIONEGRO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,46.25,44.44,43.56,44.38,41.56,47.88,48.44,43.19,10.30,7.62,10.44,8.16,8.66,8.29,4.98,8.24,16,20132
147009,CENTRO EDUCATIVO SAN FRANCISCO,20295,GAMARRA,CESAR,A,OFICIAL,MAÑANA,40.22,39.44,38.67,41.22,36.78,39.56,42.44,41.11,4.35,6.67,8.32,7.79,7.43,3.61,5.08,7.11,9,20132
147017,INSTITUCION EDUCATIVA RICARDO BORRERO ALVAREZ,41001,NEIVA,HUILA,A,OFICIAL,MAÑANA,44.66,44.97,42.45,44.83,37.17,42.24,47.21,45.55,9.98,9.97,10.57,7.31,6.15,6.02,8.48,7.68,29,20132
147025,LICEO SAN CARLOS DE CAJICA,25126,CAJICA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA U ORDINARIA,57.90,55.29,54.52,52.52,46.00,57.62,55.43,52.95,13.21,6.63,7.32,5.03,7.01,8.35,3.96,7.07,21,20132
147033,INSTITUCION EDUCATIVA RICARDO BORRERO ALVAREZ,41001,NEIVA,HUILA,F,OFICIAL,SABATINA - DOMINICAL,40.79,38.45,37.48,39.70,35.73,40.15,42.67,39.73,8.66,6.85,8.56,6.87,6.96,4.97,5.76,6.16,33,20132
147041,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,15238,DUITAMA,BOYACÁ,A,OFICIAL,SABATINA - DOMINICAL,38.52,41.03,41.45,39.82,35.03,40.73,43.42,45.00,8.44,5.69,9.26,7.17,7.59,5.82,6.11,6.39,33,20132
147058,INSTITUCION EDUCATIVA VEINTE DE JULIO,50006,ACACIAS,META,F,OFICIAL,SABATINA - DOMINICAL,40.79,39.80,38.55,39.72,34.36,37.81,42.93,40.01,6.92,6.02,9.02,6.82,8.27,6.41,5.67,6.30,121,20132
147066,INSTITUCION EDUCATIVA LIBERTAD,70713,SAN ONOFRE,SUCRE,A,OFICIAL,MAÑANA,40.44,39.30,41.40,39.44,37.56,40.09,40.79,39.67,6.61,5.03,10.86,6.44,8.30,4.73,8.45,5.08,43,20132
147082,COLEGIO DEPARTAMENTAL VILLAFATIMA,97001,MITU,VAUPÉS,A,OFICIAL,COMPLETA U ORDINARIA,39.46,45.15,42.31,39.85,39.92,41.69,42.46,41.92,4.25,4.36,6.55,5.86,8.07,2.93,7.58,5.07,13,20132
147090,LICEO SANTO TOMAS,50001,VILLAVICENCIO,META,F,NO OFICIAL,NOCHE,40.24,40.88,42.03,42.48,35.85,40.61,44.27,40.03,6.58,6.58,10.61,5.82,8.96,5.09,7.14,9.97,33,20132
147090,LICEO SANTO TOMAS,50001,VILLAVICENCIO,META,F,NO OFICIAL,NOCHE,35.73,42.27,37.55,41.73,32.95,39.50,43.41,40.59,12.44,5.52,7.40,5.32,9.46,5.90,12.53,5.52,22,20131
147116,INSTITUCION EDUCATIVA ANTONIA SANTOS EL RANCHO,88001,SAN ANDRES,SAN ANDRÉS,A,OFICIAL,NOCHE,39.70,36.17,37.83,38.67,33.20,46.40,39.90,37.27,6.01,5.84,8.02,5.96,7.77,8.21,7.13,6.83,30,20132
147124,INSTITUCION EDUCATIVA NORMAL SUPERIOR,41551,PITALITO,HUILA,A,OFICIAL,TARDE,48.76,48.37,47.70,48.00,42.34,45.25,50.32,48.14,10.19,7.53,8.89,6.50,8.17,6.13,6.25,8.07,91,20132
147132,INSTITUCION EDUCATIVA COLEGIO PRESBITERO ALVARO SUAREZ,54874,VILLA DEL ROSARIO,NORTE SANTANDER,A,OFICIAL,MAÑANA,40.77,39.46,37.54,39.38,37.31,39.00,44.92,40.85,8.36,8.33,8.77,4.96,6.24,5.16,4.52,6.73,13,20132
147140,INSTITUCION EDUCATIVA MONTESSORI,41551,PITALITO,HUILA,A,OFICIAL,TARDE,45.97,45.16,47.32,45.65,39.16,42.32,50.58,45.45,10.54,5.80,8.69,6.87,8.50,5.61,6.94,9.06,31,20132
147157,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE GRACIA,25099,BOJACÁ,CUNDINAMARCA,A,OFICIAL,NOCHE,42.62,40.92,39.46,41.08,34.46,40.77,43.46,39.15,4.70,8.10,9.10,5.54,10.06,5.13,7.31,5.68,13,20132
147165,INSTITUCION EDUCATIVA EL VERGEL,41791,TARQUI,HUILA,A,OFICIAL,COMPLETA U ORDINARIA,46.29,50.43,46.93,45.14,35.21,43.71,47.29,45.07,7.00,7.44,6.63,4.57,9.55,2.95,6.90,5.61,14,20132
147173,COLEGIO ANGLOCANADIENSE DE NEIVA,41001,NEIVA,HUILA,A,NO OFICIAL,COMPLETA U ORDINARIA,66.00,58.30,55.85,56.55,48.75,64.40,56.00,50.85,11.49,10.20,8.47,6.24,11.63,15.34,5.36,8.63,20,20132
147181,INSTITUCION EDUCATIVA RURAL ESTACION COCORNA,05591,PUERTO TRIUNFO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,42.00,45.57,42.14,44.29,38.71,40.86,46.00,40.00,7.05,6.13,10.98,3.25,6.75,2.48,4.90,6.63,7,20132
147207,COLEGIO REPUBLICA DE CHINA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,47.89,49.03,47.33,47.88,39.99,44.33,48.68,46.50,10.00,8.33,9.94,6.66,8.99,8.72,6.64,6.01,72,20132
147215,COLEGIO REPUBLICA DE CHINA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,46.21,46.11,47.68,45.61,42.00,43.58,47.13,46.32,11.48,8.64,8.62,7.65,8.97,6.20,5.67,7.50,38,20132
147256,INSTITUCION EDUCATIVA TUMBICHUCUE,19355,INZA,CAUCA,A,OFICIAL,MAÑANA,41.00,40.57,34.43,36.14,30.29,34.71,43.14,40.29,4.16,6.43,15.41,5.90,8.44,8.06,4.10,3.25,7,20132
147264,INSTITUTO MUNDO CREATIVO,19698,SANTANDER DE QUILICHAO,CAUCA,A,NO OFICIAL,MAÑANA,38.33,36.00,37.33,36.00,34.00,41.33,42.67,36.00,1.53,7.55,9.07,8.54,3.00,3.21,3.06,5.00,3,20132
147280,INSTITUTO GRAN COLOMBIA,76001,CALI,VALLE,F,NO OFICIAL,SABATINA - DOMINICAL,40.03,37.87,37.61,41.19,33.77,38.68,42.74,36.87,8.80,6.81,11.37,5.38,7.58,8.01,4.82,5.82,31,20132
147306,CENTRO EDUCATIVO LAS VUELTAS,68229,CURITI,SANTANDER,A,OFICIAL,MAÑANA,38.83,38.17,34.17,39.56,28.50,39.56,40.67,38.11,6.61,6.25,10.84,7.56,12.44,4.76,4.51,6.57,18,20132
147314,COLEGIO SAN JOSE DE MOTOSO,68307,GIRON,SANTANDER,A,OFICIAL,TARDE,48.17,48.50,49.00,46.83,38.42,43.00,47.25,46.42,8.00,5.25,8.95,8.41,10.77,3.19,5.48,6.49,12,20132
147322,INSTITUCION EDUCATIVA COLEGIO NUESTRA SEÑORA DE BELEN,54001,CUCUTA,NORTE SANTANDER,A,OFICIAL,TARDE,42.10,41.18,43.31,42.05,36.69,42.15,44.82,41.54,8.34,6.71,7.94,6.12,7.98,5.98,7.13,6.14,39,20132
147355,GIMNASIO CAMPESTRE SANTA SOFIA,25899,ZIPAQUIRA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA U ORDINARIA,53.72,54.03,55.24,52.03,45.83,70.38,52.69,54.31,11.34,8.92,9.62,9.92,8.03,13.28,6.75,8.11,29,20132
147363,INSTITUCION EDUCATIVA LOS PATOS,70429,MAJAGUAL,SUCRE,A,OFICIAL,MAÑANA,40.91,38.73,31.18,35.91,26.82,36.00,38.91,37.00,8.28,5.87,10.05,8.88,6.13,8.14,5.65,3.13,11,20132
